id,recording,site,year,month,day,hour,minute,species,songtype,x1,x2,y1,y2,frequency,validated,url,score,site_id
96849331,5AD4E121.flac,BCI17,2018,4,16,17,45,Contopus virens,Common Song,31.578666666666667,32.672,2718.75,4781.25,24000,not present,https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3394941,0.20048511476384506,3146
96849332,5AD842AB.flac,BCI47,2018,4,19,7,18,Contopus virens,Common Song,46.32,47.413333333333334,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3378350,0.35553055830239155,3137
96849333,5AD58DC3.flac,BCI70,2018,4,17,6,1,Contopus virens,Common Song,11.274666666666667,12.368,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3427156,0.2352763015914224,3159
96849334,5AD82F28.flac,BCI02,2018,4,19,5,54,Contopus virens,Common Song,11.328,12.421333333333333,2718.75,4781.25,24000,not present,https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3357838,0.20494025925250162,3127
96849335,5ADDD2AC.flac,BCI03,2018,4,23,12,33,Contopus virens,Common Song,15.562666666666667,16.656,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3298393,0.5201123924364374,3094
96849336,5AE95269.flac,BCI04_2_dorms,2018,5,2,5,53,Contopus virens,Common Song,27.936,29.029333333333334,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3473710,0.2304125313947072,3191
96849337,5ADDD2AC.flac,BCI03,2018,4,23,12,33,Contopus virens,Common Song,18.69333333333333,19.786666666666665,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3298393,0.48973812755140284,3094
96849338,5AD842AB.flac,BCI47,2018,4,19,7,18,Contopus virens,Common Song,3.2746666666666666,4.368,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3378350,0.35517203154494886,3137
96849339,5AE30DC9.flac,BCI59,2018,4,27,11,47,Contopus virens,Common Song,36.29866666666667,37.392,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3637471,0.453328370573157,3219
96849340,5AE95269.flac,BCI04_2_dorms,2018,5,2,5,53,Contopus virens,Common Song,35.82933333333333,36.922666666666665,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3473710,0.21691582535204074,3191
96849341,5ADDC24B.flac,BCI32,2018,4,23,11,23,Contopus virens,Common Song,21.706666666666667,22.8,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3315527,0.4037800250483223,3108
96849342,5ADDD2AC.flac,BCI03,2018,4,23,12,33,Contopus virens,Common Song,23.24266666666667,24.336,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3298393,0.4874186722305489,3094
96849343,5AE30DC9.flac,BCI59,2018,4,27,11,47,Contopus virens,Common Song,2.752,3.8453333333333335,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3637471,0.44513920958033226,3219
96849344,5ADDC24B.flac,BCI32,2018,4,23,11,23,Contopus virens,Common Song,28.421333333333333,29.514666666666667,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3315527,0.34079118501699784,3108
96849345,5AE30DC9.flac,BCI59,2018,4,27,11,47,Contopus virens,Common Song,6.533333333333333,7.626666666666667,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3637471,0.4342306483324516,3219
96849346,5ADDC24B.flac,BCI32,2018,4,23,11,23,Contopus virens,Common Song,17.669333333333334,18.762666666666668,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3315527,0.30601589544320423,3108
96849347,5AD8DD1E.flac,BCI57,2018,4,19,18,17,Contopus virens,Common Song,0.8106666666666666,1.904,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3657316,0.4631997123877729,3221
96849348,5AD8DD1E.flac,BCI57,2018,4,19,18,17,Contopus virens,Common Song,20.314666666666668,21.408,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3657316,0.45880455345943116,3221
96849349,5AD8DD1E.flac,BCI57,2018,4,19,18,17,Contopus virens,Common Song,17.30666666666667,18.4,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3657316,0.3972539583700095,3221
96849350,5AD84BC3.flac,BCI78,2018,4,19,7,56,Contopus virens,Common Song,13.285333333333334,14.378666666666666,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3488008,0.3318296528311484,3206
96849351,5ADADA90.flac,BCI05,2018,4,21,6,30,Contopus virens,Common Song,17.301333333333332,18.394666666666666,2718.75,4781.25,24000,present,https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3357922,0.43252886152928244,3128
96849352,5AD9E3E1.flac,BCI66,2018,4,20,12,58,Contopus virens,Common Song,34.117333333333335,35.21066666666667,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3630041,0.5344936008094209,3211
96849353,5ADB8219.flac,BCI19,2018,4,21,18,25,Contopus virens,Common Song,28.634666666666668,29.728,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3427352,0.537236052278403,3153
96849354,5AD84BC3.flac,BCI78,2018,4,19,7,56,Contopus virens,Common Song,10.608,11.701333333333332,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3488008,0.31789637948745963,3206
96849355,5AD7214F.flac,BCI50,2018,4,18,10,43,Contopus virens,Common Song,11.936,13.029333333333334,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3395082,0.5373617411811973,3145
96849356,5AD9E3E1.flac,BCI66,2018,4,20,12,58,Contopus virens,Common Song,46.672,47.76533333333333,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3630041,0.5327517312821604,3211
96849357,5ADADA90.flac,BCI05,2018,4,21,6,30,Contopus virens,Common Song,36.18666666666667,37.28,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3357922,0.38188513456102513,3128
96849358,5ADB8219.flac,BCI19,2018,4,21,18,25,Contopus virens,Common Song,46.757333333333335,47.85066666666667,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3427352,0.5334309431015316,3153
96849359,5AD84BC3.flac,BCI78,2018,4,19,7,56,Contopus virens,Common Song,50.373333333333335,51.46666666666667,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3488008,0.2844998697012245,3206
96849360,5AD7214F.flac,BCI50,2018,4,18,10,43,Contopus virens,Common Song,17.493333333333332,18.586666666666666,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3395082,0.5199807322044379,3145
96849361,5AD9E3E1.flac,BCI66,2018,4,20,12,58,Contopus virens,Common Song,17.264,18.357333333333333,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3630041,0.5277841773822117,3211
96849362,5ADADA90.flac,BCI05,2018,4,21,6,30,Contopus virens,Common Song,53.06666666666667,54.16,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3357922,0.37327235952528287,3128
96849363,5ADB8219.flac,BCI19,2018,4,21,18,25,Contopus virens,Common Song,34.29333333333334,35.38666666666666,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3427352,0.531479550129028,3153
96849364,5ADB264C.flac,BCI03,2018,4,21,11,53,Contopus virens,Common Song,34.117333333333335,35.21066666666667,2718.75,4781.25,24000,present,https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3298709,0.5644404106152472,3094
96849365,5AD7214F.flac,BCI50,2018,4,18,10,43,Contopus virens,Common Song,31.472,32.565333333333335,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3395082,0.5139511979675754,3145
96849366,5ADA2B25.flac,BCI16,2018,4,20,18,2,Contopus virens,Common Song,52.72533333333333,53.818666666666665,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3315871,0.3845521829859254,3105
96849367,5AE2BBC1.flac,BCI59,2018,4,27,5,57,Contopus virens,Common Song,24.069333333333333,25.162666666666667,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3637681,0.2327004564615483,3219
96849368,5AE6B001.flac,BCI21_2_dorms,2018,4,30,5,56,Contopus virens,Common Song,44.101333333333336,45.19466666666667,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3474409,0.24297033536721283,3196
96849369,5ADB264C.flac,BCI03,2018,4,21,11,53,Contopus virens,Common Song,57.53066666666667,58.624,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3298709,0.477264422141892,3094
96849370,5ADA2B25.flac,BCI16,2018,4,20,18,2,Contopus virens,Common Song,35.86666666666667,36.96,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3315871,0.3753400668303633,3105
96849371,5AE2BBC1.flac,BCI59,2018,4,27,5,57,Contopus virens,Common Song,32.53333333333333,33.626666666666665,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3637681,0.2164567614016861,3219
96849372,5AE6B001.flac,BCI21_2_dorms,2018,4,30,5,56,Contopus virens,Common Song,14.821333333333333,15.914666666666667,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3474409,0.23044752203585503,3196
96849373,5ADB264C.flac,BCI03,2018,4,21,11,53,Contopus virens,Common Song,30.544,31.637333333333334,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3298709,0.45233257501963836,3094
96849374,5ADA2B25.flac,BCI16,2018,4,20,18,2,Contopus virens,Common Song,55.84,56.93333333333333,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3315871,0.366626250691458,3105
96849375,5AE2BBC1.flac,BCI59,2018,4,27,5,57,Contopus virens,Common Song,43.91466666666667,45.008,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3637681,0.20586363403315686,3219
96849376,5AE6B001.flac,BCI21_2_dorms,2018,4,30,5,56,Contopus virens,Common Song,19.994666666666667,21.088,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3474409,0.21850924196119959,3196
96849377,5AD78DF6.flac,BCI57,2018,4,18,18,27,Contopus virens,Common Song,5.642666666666667,6.736,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3657749,0.4655551348857367,3221
96849378,5AD78DF6.flac,BCI57,2018,4,18,18,27,Contopus virens,Common Song,21.722666666666665,22.816,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3657749,0.41076634610275947,3221
96849379,5AD8B2CB.flac,BCI62,2018,4,19,15,16,Contopus virens,Common Song,17.168,18.261333333333333,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3427511,0.3976068330168771,3157
96849380,5AD78DF6.flac,BCI57,2018,4,18,18,27,Contopus virens,Common Song,33.12533333333333,34.218666666666664,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3657749,0.4069733052506395,3221
96849381,5ADD7430.flac,BCI05,2018,4,23,5,50,Contopus virens,Common Song,27.082666666666668,28.176,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3358288,0.24857641378235018,3128
96849382,5AD844BB.flac,BCI78,2018,4,19,7,26,Contopus virens,Common Song,45.67466666666667,46.768,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3488010,0.27735874070818306,3206
96849383,5AD8B2CB.flac,BCI62,2018,4,19,15,16,Contopus virens,Common Song,19.877333333333333,20.970666666666666,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3427511,0.3577249841174799,3157
96849384,5ADD7430.flac,BCI05,2018,4,23,5,50,Contopus virens,Common Song,32.51733333333333,33.61066666666667,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3358288,0.2468683403332734,3128
96849385,5ADB0E58.flac,BCI63,2018,4,21,10,11,Contopus virens,Common Song,52.896,53.989333333333335,2718.75,4781.25,24000,present,https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3630291,0.6712866979457143,3210
96849386,5AD844BB.flac,BCI78,2018,4,19,7,26,Contopus virens,Common Song,31.418666666666667,32.512,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3488010,0.2580082122596284,3206
96849387,5AD8B2CB.flac,BCI62,2018,4,19,15,16,Contopus virens,Common Song,55.333333333333336,56.42666666666667,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3427511,0.34842710346153805,3157
96849388,5ADF1B70.flac,BCI49,2018,4,24,11,56,Contopus virens,Common Song,10.810666666666666,11.904,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3395093,0.4348407908300312,3144
96849389,5ADC22C4.flac,BCI65,2018,4,22,5,51,Contopus virens,Common Song,48.624,49.717333333333336,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3379501,0.2424725421586098,3142
96849390,5AD844BB.flac,BCI78,2018,4,19,7,26,Contopus virens,Common Song,3.8613333333333335,4.954666666666666,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3488010,0.24760704282887563,3206
96849391,5ADDD2B3.flac,BCI32,2018,4,23,12,33,Contopus virens,Common Song,52.67733333333333,53.77066666666666,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3316167,0.44117192189848803,3108
96849392,5AD9EE94.flac,BCI03,2018,4,20,13,43,Contopus virens,Common Song,47.072,48.165333333333336,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3300944,0.4781629278559341,3094
96849393,5ADF1B70.flac,BCI49,2018,4,24,11,56,Contopus virens,Common Song,35.088,36.181333333333335,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3395093,0.4145208821643431,3144
96849394,5ADC22C4.flac,BCI65,2018,4,22,5,51,Contopus virens,Common Song,42.48533333333334,43.57866666666666,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3379501,0.23406260979155125,3142
96849395,5ADDD2B3.flac,BCI32,2018,4,23,12,33,Contopus virens,Common Song,36.565333333333335,37.65866666666667,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3316167,0.43594824588314485,3108
96849396,5AD9EE94.flac,BCI03,2018,4,20,13,43,Contopus virens,Common Song,43.81333333333333,44.906666666666666,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3300944,0.4718601032906073,3094
96849397,5AE337F1.flac,BCI15_2,2018,4,27,14,47,Contopus virens,Common Song,4.384,5.477333333333333,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3475005,0.4946326361668774,3194
96849398,5ADB0E58.flac,BCI63,2018,4,21,10,11,Contopus virens,Common Song,34.12266666666667,35.216,2718.75,4781.25,24000,present,https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3630291,0.5625387859528859,3210
96849399,5AE6AFEA.flac,BCI79,2018,4,30,5,55,Contopus virens,Common Song,11.632,12.725333333333333,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3637692,0.268716548161881,3216
96849400,5ADDD2B3.flac,BCI32,2018,4,23,12,33,Contopus virens,Common Song,56.266666666666666,57.36,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3316167,0.4132413657106019,3108
96849401,5ADC22C4.flac,BCI65,2018,4,22,5,51,Contopus virens,Common Song,55.27466666666667,56.368,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3379501,0.2073452927374181,3142
96849402,5AE337F1.flac,BCI15_2,2018,4,27,14,47,Contopus virens,Common Song,32.208,33.30133333333333,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3475005,0.48973040671234513,3194
96849403,5AD9EE94.flac,BCI03,2018,4,20,13,43,Contopus virens,Common Song,36.272,37.36533333333333,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3300944,0.46775054206089517,3094
96849404,5ADB0E58.flac,BCI63,2018,4,21,10,11,Contopus virens,Common Song,37.818666666666665,38.912,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3630291,0.5420246867940189,3210
96849405,5AE6AFEA.flac,BCI79,2018,4,30,5,55,Contopus virens,Common Song,46.56,47.653333333333336,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3637692,0.26821817674187004,3216
96849406,5ADF1B70.flac,BCI49,2018,4,24,11,56,Contopus virens,Common Song,36.858666666666664,37.952,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3395093,0.39301252685928767,3144
96849407,5AE337F1.flac,BCI15_2,2018,4,27,14,47,Contopus virens,Common Song,8.144,9.237333333333334,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3475005,0.4794496858953356,3194
96849408,5AE6AFEA.flac,BCI79,2018,4,30,5,55,Contopus virens,Common Song,9.957333333333333,11.050666666666666,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3637692,0.22900403294246313,3216
96849409,5AD87228.flac,BCI05,2018,4,19,10,40,Contopus virens,Common Song,57.44533333333333,58.538666666666664,2718.75,4781.25,24000,present,https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3358585,0.3472265514317287,3128
96849410,5AD87228.flac,BCI05,2018,4,19,10,40,Contopus virens,Common Song,47.57866666666666,48.672,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3358585,0.3066177935979047,3128
96849411,5ADC87A6.flac,BCI68,2018,4,22,13,1,Contopus virens,Common Song,17.952,19.045333333333332,2718.75,4781.25,24000,present,https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3427633,0.5900638464408992,3156
96849412,5AD87228.flac,BCI05,2018,4,19,10,40,Contopus virens,Common Song,45.81333333333333,46.906666666666666,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3358585,0.30536994044511295,3128
96849413,5ADC87A6.flac,BCI68,2018,4,22,13,1,Contopus virens,Common Song,38.18666666666667,39.28,2718.75,4781.25,24000,present,https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3427633,0.5654076488811612,3156
96849414,5AD8400B.flac,BCI78,2018,4,19,7,6,Contopus virens,Common Song,27.466666666666665,28.56,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3488021,0.28733567742866206,3206
96849415,5ADC469B.flac,BCI32,2018,4,22,8,23,Contopus virens,Common Song,3.2426666666666666,4.336,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3316239,0.3662736312125645,3108
96849416,5AD89D14.flac,BCI03,2018,4,19,13,43,Contopus virens,Common Song,0.8106666666666666,1.904,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3301180,0.5256791589814117,3094
96849417,5AD8400B.flac,BCI78,2018,4,19,7,6,Contopus virens,Common Song,38.49066666666667,39.584,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3488021,0.2862798718708602,3206
96849418,5ADC87A6.flac,BCI68,2018,4,22,13,1,Contopus virens,Common Song,34.23466666666667,35.328,2718.75,4781.25,24000,present,https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3427633,0.5547307876722776,3156
96849419,5ADF0588.flac,BCI22,2018,4,24,10,23,Contopus virens,Common Song,47.97866666666667,49.072,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3379876,0.22234244624706237,3140
96849420,5AE4A46B.flac,BCI18,2018,4,28,16,42,Contopus virens,Common Song,33.056,34.14933333333333,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3630557,0.4482169154884091,3213
96849421,5AD89D14.flac,BCI03,2018,4,19,13,43,Contopus virens,Common Song,4.1546666666666665,5.248,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3301180,0.49514216339093453,3094
96849422,5ADC469B.flac,BCI32,2018,4,22,8,23,Contopus virens,Common Song,14.373333333333333,15.466666666666667,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3316239,0.3640238011028695,3108
96849423,5AE95EF9.flac,BCI51,2018,5,2,6,47,Contopus virens,Common Song,2.6346666666666665,3.728,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3475299,0.2114171915443205,3201
96849424,5AD8400B.flac,BCI78,2018,4,19,7,6,Contopus virens,Common Song,4.1226666666666665,5.216,2718.75,4781.25,24000,(not validated),https://arbimon.rfcx.org/api/project/bci-panama-2018/recordings/download/3488021,0.2833145138346184,3206
